,strain,study,continent,region,lineage,spoligotype,res_profile,INH,STR,RIF,EMB,ETH,PZA,OFL,KAN,num_res,country,date,Original_ID,Sample_Type,Sample_source,CT,starting_quant,Primer_Conc,NGS_Run_ID,numreads,covbases,coverage,meandepth,mykrobe_lineage,Template_dilution,Amikacin,Capreomycin,Ciprofloxacin,Delamanid,Levofloxacin,Linezolid,Moxifloxacin,NA
5049,ERR257920,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM4,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1995-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5050,ERR550644,"Merker et al., 2015",Europe,Western_Europe,LIN-2,Beijing,susceptible,0,0,0,0,0,0,0,0,0,Germany,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5051,ERR551184,"Merker et al., 2015",Europe,Western_Europe,LIN-2,Beijing,susceptible,0,0,0,0,0,0,0,0,0,Germany,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5052,ERR551572,"Merker et al., 2015",Europe,Western_Europe,LIN-2,Beijing,susceptible,0,0,0,0,0,0,0,0,0,Germany,2002-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5053,ERR551990,"Merker et al., 2015",Europe,Western_Europe,LIN-2,Beijing,susceptible,0,0,0,0,0,0,0,0,0,Germany,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5054,ERR551575,"Merker et al., 2015",Asia,Central_Asia,LIN-2,Beijing,XDR,1,1,1,1,0,0,1,1,6,Uzbekistan,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5055,ERR040140,"Clark et al., 2013",Africa,Eastern_Africa,LIN-3,CAS1-Delhi,XDR,1,1,1,0,0,0,1,1,5,Uganda,2004-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5056,PRJNA219757,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,0,1,1,1,7,South Korea,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5057,PRJNA219763,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,0,1,0,0,0,1,1,4,South Korea,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5058,PRJNA219764,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,0,1,1,1,1,1,1,7,South Korea,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5059,PRJNA219765,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,0,1,1,1,7,South Korea,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5060,PRJNA219801,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,0,0,1,1,6,South Korea,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5061,PRJNA219811,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,0,0,0,1,1,5,South Korea,2010-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5062,PRJNA219815,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,0,0,1,1,6,South Korea,2007-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5063,PRJNA219816,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,1,1,1,1,8,South Korea,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5064,PRJNA219818,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,South Korea,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5065,PRJNA219820,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,0,1,1,1,1,7,South Korea,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5066,PRJNA219823,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,1,1,1,1,8,South Korea,2007-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5067,PRJNA219824,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,South Korea,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5068,PRJNA219831,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,0,1,1,1,7,South Korea,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5069,PRJNA219837,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,0,1,1,1,7,South Korea,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5070,PRJNA226758,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,South Korea,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5071,PRJNA226761,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,South Korea,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5072,PRJNA226763,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,South Korea,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5073,PRJNA226767,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,0,1,1,0,1,1,1,6,South Korea,2007-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5074,PRJNA226768,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,ATYPIC,XDR,1,0,1,1,0,0,1,1,5,South Korea,2007-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5075,PRJNA226769,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,South Korea,2007-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5076,PRJNA226773,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,0,0,0,1,1,5,South Korea,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5077,PRJNA226776,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,ATYPIC,XDR,1,1,1,1,1,0,1,1,7,South Korea,2007-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5078,PRJNA226777,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,ATYPIC,XDR,1,1,1,1,1,0,1,1,7,South Korea,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5079,PRJNA226781,TBARC.CDRC,Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,0,1,1,0,0,1,1,5,South Korea,2007-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5080,SRR671726,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5081,SRR671759,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5082,SRR671761,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,0,0,1,1,6,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5083,SRR671779,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,0,0,1,1,6,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5084,SRR671781,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,0,0,1,1,6,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5085,SRR671789,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,0,1,1,1,0,1,1,6,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5086,SRR671794,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5087,SRR671799,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,0,0,1,1,6,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5088,SRR671810,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,0,1,1,1,7,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5089,SRR671815,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5090,SRR671821,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,0,0,1,1,6,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5091,SRR671824,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,0,1,1,1,7,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5092,SRR671842,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5093,SRR671863,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,0,1,1,1,0,1,1,6,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5094,SRR671864,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,0,1,1,1,0,1,1,6,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5095,SRR671865,"Zhang et al., 2013",Asia,Eastern_Asia,LIN-2,Beijing,XDR,1,1,1,1,1,1,1,1,8,China,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5096,ERR067584,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5097,ERR067605,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5098,ERR067671,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5099,ERR067724,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,0,1,1,1,7,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5100,ERR067744,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5101,ERR133879,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5102,ERR133887,"Casali et al., 2014",Europe,Eastern_Europe,LIN-4,T1,XDR,1,1,1,1,1,1,1,1,8,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5103,ERR133937,"Casali et al., 2014",Europe,Eastern_Europe,LIN-4,X1,XDR,1,1,1,0,0,0,1,1,5,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5104,ERR137208,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,1,1,1,8,Russia,2010-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5105,ERR137217,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,0,1,0,1,1,6,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5106,ERR137231,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5107,ERR137243,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,0,0,1,1,6,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5108,ERR137247,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5109,ERR137254,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5110,ERR144567,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,0,0,1,1,6,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5111,ERR158588,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,1,1,1,8,Russia,2009-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5112,ERR158616,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,0,0,1,1,6,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5113,ERR228062,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,0,0,1,1,6,Russia,2010-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5114,ERR229961,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Russia,2010-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5115,ERR229982,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Russia,2010-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5116,ERR234600,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5117,ERR234657,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,0,0,1,1,6,Russia,2010-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5118,ERR234661,"Casali et al., 2014",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,1,1,1,8,Russia,2010-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5119,ERR552429,"Merker et al., 2015",Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Russia,2008-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5120,PRJNA229570,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Belarus,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5121,PRJNA229585,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Belarus,2012-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5122,PRJNA229596,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Belarus,2012-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5123,PRJNA229601,TBARC.Belarus,Europe,Eastern_Europe,LIN-4,T1,XDR,1,1,1,1,1,0,1,1,7,Belarus,2012-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5124,PRJNA229602,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Belarus,2011-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5125,PRJNA229604,TBARC.Belarus,Europe,Eastern_Europe,LIN-4,H1,XDR,1,0,1,1,0,0,1,1,5,Belarus,2012-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5126,PRJNA229605,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Belarus,2012-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5127,PRJNA229607,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Belarus,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5128,PRJNA229608,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Belarus,2012-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5129,PRJNA229609,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Belarus,2011-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5130,PRJNA229610,TBARC.Belarus,Europe,Eastern_Europe,LIN-4,T1,XDR,1,1,1,1,1,0,1,1,7,Belarus,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5131,PRJNA229612,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Belarus,2012-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5132,PRJNA229622,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Belarus,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5133,PRJNA229624,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Belarus,2012-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5134,PRJNA229629,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Belarus,2012-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5135,PRJNA229630,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,"MICROTI,Beijing",XDR,1,1,1,1,1,0,1,1,7,Belarus,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5136,PRJNA229632,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Belarus,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5137,PRJNA229636,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Belarus,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5138,PRJNA229641,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Belarus,2012-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5139,PRJNA229644,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,1,1,1,8,Belarus,2012-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5140,PRJNA229646,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Belarus,2012-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5141,PRJNA229647,TBARC.Belarus,Europe,Eastern_Europe,LIN-4,"X2,T1",XDR,1,1,1,1,0,0,1,1,6,Belarus,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5142,PRJNA229648,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Belarus,2013-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5143,PRJNA229649,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,ATYPIC,XDR,1,1,1,1,1,0,1,1,7,Belarus,2012-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5144,PRJNA229650,TBARC.Belarus,Europe,Eastern_Europe,LIN-2,Beijing,XDR,1,1,1,1,1,0,1,1,7,Belarus,2012-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
