sample	name	start	end	depth
Yale-TB191	Rv0407	490733	491794	0
Yale-TB191	Rv0667	760307	761286	0
Yale-TB191	Rv0676c	775585	778906	0
Yale-TB191	Rv0678	778906	779488	0
Yale-TB191	Rv0701	800793	801462	0
Yale-TB191	Rv1173	1302805	1305502	0
Yale-TB191	Rv1305	1460997	1461291	0
Yale-TB191	Rv1483	1673409	1675012	0
Yale-TB191	Rv1694	1917939	1918747	0
Yale-TB191	Rv1908c	2153888	2156112	0
Yale-TB191	Rv2043c	2288676	2289272	0
Yale-TB191	Rv2416c	2714123	2715372	0
Yale-TB191	Rv2428	2726093	2726194	0
Yale-TB191	Rv2535c	2859299	2860451	0
Yale-TB191	Rv2983	3339068	3339763	0
Yale-TB191	Rv3261	3640493	3642882	0
Yale-TB191	Rv3547	3986794	3987300	0
Yale-TB191	Rv3795	4246586	4249653	0
Yale-TB191	Rv3854c	4326003	4327548	0
Yale-TB192	MTB000019	1473245	1473331	0
Yale-TB192	MTB000020	1473657	1476796	0
Yale-TB192	Rv0005	6571	6762	0
Yale-TB192	Rv0006	7360	7583	0
Yale-TB192	Rv0407	490733	491794	0
Yale-TB192	Rv0667	760307	761286	0
Yale-TB192	Rv0676c	775585	778906	0
Yale-TB192	Rv0678	778906	779488	0
Yale-TB192	Rv0701	800793	801462	0
Yale-TB192	Rv1173	1302805	1305502	0
Yale-TB192	Rv1305	1460997	1461291	0
Yale-TB192	Rv1483	1673409	1675012	0
Yale-TB192	Rv1694	1917939	1918747	0
Yale-TB192	Rv1908c	2153888	2156112	0
Yale-TB192	Rv2043c	2288676	2289272	0
Yale-TB192	Rv2416c	2714123	2715372	0
Yale-TB192	Rv2428	2726093	2726194	0
Yale-TB192	Rv2535c	2859299	2860451	0
Yale-TB192	Rv2983	3339068	3339763	0
Yale-TB192	Rv3261	3640493	3642882	0
Yale-TB192	Rv3547	3986794	3987300	0
Yale-TB192	Rv3795	4246586	4249653	0
Yale-TB192	Rv3854c	4326003	4327548	0
Yale-TB193	MTB000019	1473245	1473331	2
Yale-TB193	MTB000020	1473657	1476796	3
Yale-TB193	Rv0005	6571	6762	0
Yale-TB193	Rv0006	7360	7583	0
Yale-TB193	Rv0407	490733	491794	0
Yale-TB193	Rv0667	760307	761286	1
Yale-TB193	Rv0676c	775585	778906	0
Yale-TB193	Rv0678	778906	779488	0
Yale-TB193	Rv0701	800793	801462	0
Yale-TB193	Rv1173	1302805	1305502	0
Yale-TB193	Rv1305	1460997	1461291	0
Yale-TB193	Rv1483	1673409	1675012	0
Yale-TB193	Rv1694	1917939	1918747	0
Yale-TB193	Rv1908c	2153888	2156112	0
Yale-TB193	Rv2043c	2288676	2289272	0
Yale-TB193	Rv2416c	2714123	2715372	0
Yale-TB193	Rv2428	2726093	2726194	0
Yale-TB193	Rv2535c	2859299	2860451	0
Yale-TB193	Rv2983	3339068	3339763	0
Yale-TB193	Rv3261	3640493	3642882	0
Yale-TB193	Rv3547	3986794	3987300	0
Yale-TB193	Rv3795	4246586	4249653	0
Yale-TB193	Rv3854c	4326003	4327548	0
Yale-TB194	MTB000019	1473245	1473331	0
Yale-TB194	MTB000020	1473657	1476796	0
Yale-TB194	Rv0005	6571	6762	0
Yale-TB194	Rv0006	7360	7583	0
Yale-TB194	Rv0407	490733	491794	0
Yale-TB194	Rv0667	760307	761286	0
Yale-TB194	Rv0676c	775585	778906	0
Yale-TB194	Rv0678	778906	779488	0
Yale-TB194	Rv0701	800793	801462	0
Yale-TB194	Rv1173	1302805	1305502	0
Yale-TB194	Rv1305	1460997	1461291	0
Yale-TB194	Rv1483	1673409	1675012	0
Yale-TB194	Rv1694	1917939	1918747	0
Yale-TB194	Rv1908c	2153888	2156112	0
Yale-TB194	Rv2043c	2288676	2289272	0
Yale-TB194	Rv2416c	2714123	2715372	0
Yale-TB194	Rv2428	2726093	2726194	0
Yale-TB194	Rv2535c	2859299	2860451	0
Yale-TB194	Rv2983	3339068	3339763	0
Yale-TB194	Rv3261	3640493	3642882	0
Yale-TB194	Rv3547	3986794	3987300	0
Yale-TB194	Rv3795	4246586	4249653	0
Yale-TB194	Rv3854c	4326003	4327548	0
Yale-TB195	MTB000019	1473245	1473331	1
Yale-TB195	MTB000020	1473657	1476796	1
Yale-TB195	Rv0005	6571	6762	0
Yale-TB195	Rv0006	7360	7583	0
Yale-TB195	Rv0407	490733	491794	0
Yale-TB195	Rv0667	760307	761286	1
Yale-TB195	Rv0676c	775585	778906	1
Yale-TB195	Rv0678	778906	779488	0
Yale-TB195	Rv0701	800793	801462	0
Yale-TB195	Rv1173	1302805	1305502	1
Yale-TB195	Rv1305	1460997	1461291	0
Yale-TB195	Rv1483	1673409	1675012	1
Yale-TB195	Rv1694	1917939	1918747	1
Yale-TB195	Rv1908c	2153888	2156112	0
Yale-TB195	Rv2043c	2288676	2289272	1
Yale-TB195	Rv2416c	2714123	2715372	1
Yale-TB195	Rv2428	2726093	2726194	1
Yale-TB195	Rv2535c	2859299	2860451	0
Yale-TB195	Rv2983	3339068	3339763	1
Yale-TB195	Rv3261	3640493	3642882	0
Yale-TB195	Rv3547	3986794	3987300	1
Yale-TB195	Rv3795	4246586	4249653	0
Yale-TB195	Rv3854c	4326003	4327548	0
Yale-TB196	MTB000019	1473245	1473331	1
Yale-TB196	MTB000020	1473657	1476796	0
Yale-TB196	Rv0005	6571	6762	0
Yale-TB196	Rv0006	7360	7583	0
Yale-TB196	Rv0407	490733	491794	0
Yale-TB196	Rv0667	760307	761286	0
Yale-TB196	Rv0676c	775585	778906	0
Yale-TB196	Rv0678	778906	779488	1
Yale-TB196	Rv0701	800793	801462	0
Yale-TB196	Rv1173	1302805	1305502	0
Yale-TB196	Rv1305	1460997	1461291	0
Yale-TB196	Rv1483	1673409	1675012	1
Yale-TB196	Rv1694	1917939	1918747	0
Yale-TB196	Rv1908c	2153888	2156112	1
Yale-TB196	Rv2043c	2288676	2289272	0
Yale-TB196	Rv2416c	2714123	2715372	0
Yale-TB196	Rv2428	2726093	2726194	1
Yale-TB196	Rv2535c	2859299	2860451	0
Yale-TB196	Rv2983	3339068	3339763	0
Yale-TB196	Rv3261	3640493	3642882	0
Yale-TB196	Rv3547	3986794	3987300	0
Yale-TB196	Rv3795	4246586	4249653	0
Yale-TB196	Rv3854c	4326003	4327548	0
Yale-TB197	MTB000019	1473245	1473331	10
Yale-TB197	MTB000020	1473657	1476796	7
Yale-TB197	Rv0005	6571	6762	0
Yale-TB197	Rv0006	7360	7583	0
Yale-TB197	Rv0407	490733	491794	0
Yale-TB197	Rv0667	760307	761286	0
Yale-TB197	Rv0676c	775585	778906	0
Yale-TB197	Rv0678	778906	779488	0
Yale-TB197	Rv0701	800793	801462	0
Yale-TB197	Rv1173	1302805	1305502	0
Yale-TB197	Rv1305	1460997	1461291	0
Yale-TB197	Rv1483	1673409	1675012	0
Yale-TB197	Rv1694	1917939	1918747	0
Yale-TB197	Rv1908c	2153888	2156112	0
Yale-TB197	Rv2043c	2288676	2289272	0
Yale-TB197	Rv2416c	2714123	2715372	0
Yale-TB197	Rv2428	2726093	2726194	0
Yale-TB197	Rv2535c	2859299	2860451	0
Yale-TB197	Rv2983	3339068	3339763	0
Yale-TB197	Rv3261	3640493	3642882	0
Yale-TB197	Rv3547	3986794	3987300	0
Yale-TB197	Rv3795	4246586	4249653	0
Yale-TB197	Rv3854c	4326003	4327548	0
Yale-TB198	MTB000019	1473245	1473331	0
Yale-TB198	MTB000020	1473657	1476796	0
Yale-TB198	Rv0005	6571	6762	0
Yale-TB198	Rv0006	7360	7583	0
Yale-TB198	Rv0407	490733	491794	0
Yale-TB198	Rv0667	760307	761286	0
Yale-TB198	Rv0676c	775585	778906	0
Yale-TB198	Rv0678	778906	779488	0
Yale-TB198	Rv0701	800793	801462	0
Yale-TB198	Rv1173	1302805	1305502	0
Yale-TB198	Rv1305	1460997	1461291	0
Yale-TB198	Rv1483	1673409	1675012	0
Yale-TB198	Rv1694	1917939	1918747	0
Yale-TB198	Rv1908c	2153888	2156112	0
Yale-TB198	Rv2043c	2288676	2289272	0
Yale-TB198	Rv2416c	2714123	2715372	0
Yale-TB198	Rv2428	2726093	2726194	0
Yale-TB198	Rv2535c	2859299	2860451	0
Yale-TB198	Rv2983	3339068	3339763	0
Yale-TB198	Rv3261	3640493	3642882	0
Yale-TB198	Rv3547	3986794	3987300	0
Yale-TB198	Rv3795	4246586	4249653	0
Yale-TB198	Rv3854c	4326003	4327548	0
Yale-TB199	MTB000019	1473245	1473331	3
Yale-TB199	MTB000020	1473657	1476796	1
Yale-TB199	Rv0005	6571	6762	0
Yale-TB199	Rv0006	7360	7583	0
Yale-TB199	Rv0407	490733	491794	0
Yale-TB199	Rv0667	760307	761286	0
Yale-TB199	Rv0676c	775585	778906	0
Yale-TB199	Rv0678	778906	779488	1
Yale-TB199	Rv0701	800793	801462	1
Yale-TB199	Rv1173	1302805	1305502	0
Yale-TB199	Rv1305	1460997	1461291	0
Yale-TB199	Rv1483	1673409	1675012	1
Yale-TB199	Rv1694	1917939	1918747	0
Yale-TB199	Rv1908c	2153888	2156112	0
Yale-TB199	Rv2043c	2288676	2289272	1
Yale-TB199	Rv2416c	2714123	2715372	0
Yale-TB199	Rv2428	2726093	2726194	0
Yale-TB199	Rv2535c	2859299	2860451	1
Yale-TB199	Rv2983	3339068	3339763	0
Yale-TB199	Rv3261	3640493	3642882	1
Yale-TB199	Rv3547	3986794	3987300	0
Yale-TB199	Rv3795	4246586	4249653	0
Yale-TB199	Rv3854c	4326003	4327548	0
Yale-TB200	MTB000019	1473245	1473331	4
Yale-TB200	MTB000020	1473657	1476796	6
Yale-TB200	Rv0005	6571	6762	2
Yale-TB200	Rv0006	7360	7583	3
Yale-TB200	Rv0407	490733	491794	6
Yale-TB200	Rv0667	760307	761286	7
Yale-TB200	Rv0676c	775585	778906	6
Yale-TB200	Rv0678	778906	779488	5
Yale-TB200	Rv0701	800793	801462	8
Yale-TB200	Rv1173	1302805	1305502	6
Yale-TB200	Rv1305	1460997	1461291	5
Yale-TB200	Rv1483	1673409	1675012	8
Yale-TB200	Rv1694	1917939	1918747	9
Yale-TB200	Rv1908c	2153888	2156112	6
Yale-TB200	Rv2043c	2288676	2289272	7
Yale-TB200	Rv2416c	2714123	2715372	9
Yale-TB200	Rv2428	2726093	2726194	4
Yale-TB200	Rv2535c	2859299	2860451	12
Yale-TB200	Rv2983	3339068	3339763	10
Yale-TB200	Rv3261	3640493	3642882	6
Yale-TB200	Rv3547	3986794	3987300	6
Yale-TB200	Rv3795	4246586	4249653	7
Yale-TB200	Rv3854c	4326003	4327548	5
Yale-TB201	MTB000019	1473245	1473331	10
Yale-TB201	MTB000020	1473657	1476796	8
Yale-TB201	Rv0005	6571	6762	0
Yale-TB201	Rv0006	7360	7583	2
Yale-TB201	Rv0407	490733	491794	1
Yale-TB201	Rv0667	760307	761286	1
Yale-TB201	Rv0676c	775585	778906	1
Yale-TB201	Rv0678	778906	779488	1
Yale-TB201	Rv0701	800793	801462	1
Yale-TB201	Rv1173	1302805	1305502	1
Yale-TB201	Rv1305	1460997	1461291	4
Yale-TB201	Rv1483	1673409	1675012	1
Yale-TB201	Rv1694	1917939	1918747	2
Yale-TB201	Rv1908c	2153888	2156112	1
Yale-TB201	Rv2043c	2288676	2289272	1
Yale-TB201	Rv2416c	2714123	2715372	1
Yale-TB201	Rv2428	2726093	2726194	3
Yale-TB201	Rv2535c	2859299	2860451	1
Yale-TB201	Rv2983	3339068	3339763	2
Yale-TB201	Rv3261	3640493	3642882	1
Yale-TB201	Rv3547	3986794	3987300	1
Yale-TB201	Rv3795	4246586	4249653	1
Yale-TB201	Rv3854c	4326003	4327548	1
Yale-TB202	MTB000019	1473245	1473331	107
Yale-TB202	MTB000020	1473657	1476796	81
Yale-TB202	Rv0005	6571	6762	6
Yale-TB202	Rv0006	7360	7583	4
Yale-TB202	Rv0407	490733	491794	11
Yale-TB202	Rv0667	760307	761286	14
Yale-TB202	Rv0676c	775585	778906	12
Yale-TB202	Rv0678	778906	779488	11
Yale-TB202	Rv0701	800793	801462	9
Yale-TB202	Rv1173	1302805	1305502	12
Yale-TB202	Rv1305	1460997	1461291	7
Yale-TB202	Rv1483	1673409	1675012	8
Yale-TB202	Rv1694	1917939	1918747	12
Yale-TB202	Rv1908c	2153888	2156112	7
Yale-TB202	Rv2043c	2288676	2289272	8
Yale-TB202	Rv2416c	2714123	2715372	15
Yale-TB202	Rv2428	2726093	2726194	18
Yale-TB202	Rv2535c	2859299	2860451	12
Yale-TB202	Rv2983	3339068	3339763	10
Yale-TB202	Rv3261	3640493	3642882	12
Yale-TB202	Rv3547	3986794	3987300	10
Yale-TB202	Rv3795	4246586	4249653	12
Yale-TB202	Rv3854c	4326003	4327548	12
Yale-TB203	MTB000019	1473245	1473331	11
Yale-TB203	MTB000020	1473657	1476796	8
Yale-TB203	Rv0005	6571	6762	1
Yale-TB203	Rv0006	7360	7583	0
Yale-TB203	Rv0407	490733	491794	1
Yale-TB203	Rv0667	760307	761286	1
Yale-TB203	Rv0676c	775585	778906	1
Yale-TB203	Rv0678	778906	779488	0
Yale-TB203	Rv0701	800793	801462	0
Yale-TB203	Rv1173	1302805	1305502	0
Yale-TB203	Rv1305	1460997	1461291	0
Yale-TB203	Rv1483	1673409	1675012	0
Yale-TB203	Rv1694	1917939	1918747	2
Yale-TB203	Rv1908c	2153888	2156112	1
Yale-TB203	Rv2043c	2288676	2289272	0
Yale-TB203	Rv2416c	2714123	2715372	1
Yale-TB203	Rv2428	2726093	2726194	2
Yale-TB203	Rv2535c	2859299	2860451	1
Yale-TB203	Rv2983	3339068	3339763	0
Yale-TB203	Rv3261	3640493	3642882	0
Yale-TB203	Rv3547	3986794	3987300	1
Yale-TB203	Rv3795	4246586	4249653	1
Yale-TB203	Rv3854c	4326003	4327548	1
Yale-TB204	MTB000019	1473245	1473331	1
Yale-TB204	MTB000020	1473657	1476796	0
Yale-TB204	Rv0005	6571	6762	0
Yale-TB204	Rv0006	7360	7583	0
Yale-TB204	Rv0407	490733	491794	0
Yale-TB204	Rv0667	760307	761286	0
Yale-TB204	Rv0676c	775585	778906	0
Yale-TB204	Rv0678	778906	779488	0
Yale-TB204	Rv0701	800793	801462	0
Yale-TB204	Rv1173	1302805	1305502	0
Yale-TB204	Rv1305	1460997	1461291	0
Yale-TB204	Rv1483	1673409	1675012	0
Yale-TB204	Rv1694	1917939	1918747	0
Yale-TB204	Rv1908c	2153888	2156112	0
Yale-TB204	Rv2043c	2288676	2289272	0
Yale-TB204	Rv2416c	2714123	2715372	0
Yale-TB204	Rv2428	2726093	2726194	0
Yale-TB204	Rv2535c	2859299	2860451	0
Yale-TB204	Rv2983	3339068	3339763	0
Yale-TB204	Rv3261	3640493	3642882	0
Yale-TB204	Rv3547	3986794	3987300	0
Yale-TB204	Rv3795	4246586	4249653	0
Yale-TB204	Rv3854c	4326003	4327548	0
Yale-TB205	MTB000019	1473245	1473331	62
Yale-TB205	MTB000020	1473657	1476796	45
Yale-TB205	Rv0005	6571	6762	0
Yale-TB205	Rv0006	7360	7583	1
Yale-TB205	Rv0407	490733	491794	0
Yale-TB205	Rv0667	760307	761286	4
Yale-TB205	Rv0676c	775585	778906	0
Yale-TB205	Rv0678	778906	779488	0
Yale-TB205	Rv0701	800793	801462	0
Yale-TB205	Rv1173	1302805	1305502	0
Yale-TB205	Rv1305	1460997	1461291	0
Yale-TB205	Rv1483	1673409	1675012	0
Yale-TB205	Rv1694	1917939	1918747	0
Yale-TB205	Rv1908c	2153888	2156112	0
Yale-TB205	Rv2043c	2288676	2289272	0
Yale-TB205	Rv2416c	2714123	2715372	0
Yale-TB205	Rv2428	2726093	2726194	0
Yale-TB205	Rv2535c	2859299	2860451	0
Yale-TB205	Rv2983	3339068	3339763	0
Yale-TB205	Rv3261	3640493	3642882	0
Yale-TB205	Rv3547	3986794	3987300	0
Yale-TB205	Rv3795	4246586	4249653	0
Yale-TB205	Rv3854c	4326003	4327548	0
Yale-TB206	MTB000019	1473245	1473331	8
Yale-TB206	MTB000020	1473657	1476796	5
Yale-TB206	Rv0005	6571	6762	0
Yale-TB206	Rv0006	7360	7583	1
Yale-TB206	Rv0407	490733	491794	2
Yale-TB206	Rv0667	760307	761286	1
Yale-TB206	Rv0676c	775585	778906	1
Yale-TB206	Rv0678	778906	779488	0
Yale-TB206	Rv0701	800793	801462	1
Yale-TB206	Rv1173	1302805	1305502	1
Yale-TB206	Rv1305	1460997	1461291	1
Yale-TB206	Rv1483	1673409	1675012	2
Yale-TB206	Rv1694	1917939	1918747	1
Yale-TB206	Rv1908c	2153888	2156112	1
Yale-TB206	Rv2043c	2288676	2289272	1
Yale-TB206	Rv2416c	2714123	2715372	0
Yale-TB206	Rv2428	2726093	2726194	0
Yale-TB206	Rv2535c	2859299	2860451	1
Yale-TB206	Rv2983	3339068	3339763	2
Yale-TB206	Rv3261	3640493	3642882	1
Yale-TB206	Rv3547	3986794	3987300	0
Yale-TB206	Rv3795	4246586	4249653	1
Yale-TB206	Rv3854c	4326003	4327548	1
Yale-TB207	MTB000019	1473245	1473331	15
Yale-TB207	MTB000020	1473657	1476796	3
Yale-TB207	Rv0005	6571	6762	0
Yale-TB207	Rv0006	7360	7583	2
Yale-TB207	Rv0407	490733	491794	1
Yale-TB207	Rv0667	760307	761286	0
Yale-TB207	Rv0676c	775585	778906	1
Yale-TB207	Rv0678	778906	779488	0
Yale-TB207	Rv0701	800793	801462	0
Yale-TB207	Rv1173	1302805	1305502	0
Yale-TB207	Rv1305	1460997	1461291	0
Yale-TB207	Rv1483	1673409	1675012	0
Yale-TB207	Rv1694	1917939	1918747	0
Yale-TB207	Rv1908c	2153888	2156112	1
Yale-TB207	Rv2043c	2288676	2289272	1
Yale-TB207	Rv2416c	2714123	2715372	0
Yale-TB207	Rv2428	2726093	2726194	0
Yale-TB207	Rv2535c	2859299	2860451	1
Yale-TB207	Rv2983	3339068	3339763	1
Yale-TB207	Rv3261	3640493	3642882	0
Yale-TB207	Rv3547	3986794	3987300	0
Yale-TB207	Rv3795	4246586	4249653	0
Yale-TB207	Rv3854c	4326003	4327548	0
Yale-TB208	MTB000019	1473245	1473331	5
Yale-TB208	MTB000020	1473657	1476796	7
Yale-TB208	Rv0005	6571	6762	0
Yale-TB208	Rv0006	7360	7583	0
Yale-TB208	Rv0407	490733	491794	0
Yale-TB208	Rv0667	760307	761286	1
Yale-TB208	Rv0676c	775585	778906	0
Yale-TB208	Rv0678	778906	779488	0
Yale-TB208	Rv0701	800793	801462	1
Yale-TB208	Rv1173	1302805	1305502	0
Yale-TB208	Rv1305	1460997	1461291	0
Yale-TB208	Rv1483	1673409	1675012	0
Yale-TB208	Rv1694	1917939	1918747	0
Yale-TB208	Rv1908c	2153888	2156112	0
Yale-TB208	Rv2043c	2288676	2289272	1
Yale-TB208	Rv2416c	2714123	2715372	0
Yale-TB208	Rv2428	2726093	2726194	0
Yale-TB208	Rv2535c	2859299	2860451	0
Yale-TB208	Rv2983	3339068	3339763	0
Yale-TB208	Rv3261	3640493	3642882	1
Yale-TB208	Rv3547	3986794	3987300	1
Yale-TB208	Rv3795	4246586	4249653	1
Yale-TB208	Rv3854c	4326003	4327548	0
Yale-TB209	MTB000019	1473245	1473331	0
Yale-TB209	MTB000020	1473657	1476796	1
Yale-TB209	Rv0005	6571	6762	0
Yale-TB209	Rv0006	7360	7583	1
Yale-TB209	Rv0407	490733	491794	1
Yale-TB209	Rv0667	760307	761286	0
Yale-TB209	Rv0676c	775585	778906	0
Yale-TB209	Rv0678	778906	779488	0
Yale-TB209	Rv0701	800793	801462	0
Yale-TB209	Rv1173	1302805	1305502	1
Yale-TB209	Rv1305	1460997	1461291	0
Yale-TB209	Rv1483	1673409	1675012	1
Yale-TB209	Rv1694	1917939	1918747	1
Yale-TB209	Rv1908c	2153888	2156112	0
Yale-TB209	Rv2043c	2288676	2289272	0
Yale-TB209	Rv2416c	2714123	2715372	0
Yale-TB209	Rv2428	2726093	2726194	1
Yale-TB209	Rv2535c	2859299	2860451	1
Yale-TB209	Rv2983	3339068	3339763	0
Yale-TB209	Rv3261	3640493	3642882	0
Yale-TB209	Rv3547	3986794	3987300	2
Yale-TB209	Rv3795	4246586	4249653	0
Yale-TB209	Rv3854c	4326003	4327548	1
Yale-TB210	MTB000019	1473245	1473331	3
Yale-TB210	MTB000020	1473657	1476796	2
Yale-TB210	Rv0005	6571	6762	0
Yale-TB210	Rv0006	7360	7583	2
Yale-TB210	Rv0407	490733	491794	2
Yale-TB210	Rv0667	760307	761286	2
Yale-TB210	Rv0676c	775585	778906	2
Yale-TB210	Rv0678	778906	779488	2
Yale-TB210	Rv0701	800793	801462	2
Yale-TB210	Rv1173	1302805	1305502	2
Yale-TB210	Rv1305	1460997	1461291	1
Yale-TB210	Rv1483	1673409	1675012	2
Yale-TB210	Rv1694	1917939	1918747	3
Yale-TB210	Rv1908c	2153888	2156112	1
Yale-TB210	Rv2043c	2288676	2289272	2
Yale-TB210	Rv2416c	2714123	2715372	3
Yale-TB210	Rv2428	2726093	2726194	1
Yale-TB210	Rv2535c	2859299	2860451	2
Yale-TB210	Rv2983	3339068	3339763	3
Yale-TB210	Rv3261	3640493	3642882	2
Yale-TB210	Rv3547	3986794	3987300	4
Yale-TB210	Rv3795	4246586	4249653	2
Yale-TB210	Rv3854c	4326003	4327548	2
Yale-TB211	MTB000019	1473245	1473331	16
Yale-TB211	MTB000020	1473657	1476796	18
Yale-TB211	Rv0005	6571	6762	0
Yale-TB211	Rv0006	7360	7583	1
Yale-TB211	Rv0407	490733	491794	1
Yale-TB211	Rv0667	760307	761286	4
Yale-TB211	Rv0676c	775585	778906	1
Yale-TB211	Rv0678	778906	779488	1
Yale-TB211	Rv0701	800793	801462	2
Yale-TB211	Rv1173	1302805	1305502	1
Yale-TB211	Rv1305	1460997	1461291	0
Yale-TB211	Rv1483	1673409	1675012	1
Yale-TB211	Rv1694	1917939	1918747	1
Yale-TB211	Rv1908c	2153888	2156112	1
Yale-TB211	Rv2043c	2288676	2289272	0
Yale-TB211	Rv2416c	2714123	2715372	1
Yale-TB211	Rv2428	2726093	2726194	1
Yale-TB211	Rv2535c	2859299	2860451	0
Yale-TB211	Rv2983	3339068	3339763	1
Yale-TB211	Rv3261	3640493	3642882	1
Yale-TB211	Rv3547	3986794	3987300	0
Yale-TB211	Rv3795	4246586	4249653	1
Yale-TB211	Rv3854c	4326003	4327548	0
Yale-TB212	MTB000019	1473245	1473331	80
Yale-TB212	MTB000020	1473657	1476796	60
Yale-TB212	Rv0005	6571	6762	1
Yale-TB212	Rv0006	7360	7583	2
Yale-TB212	Rv0407	490733	491794	1
Yale-TB212	Rv0667	760307	761286	9
Yale-TB212	Rv0676c	775585	778906	1
Yale-TB212	Rv0678	778906	779488	2
Yale-TB212	Rv0701	800793	801462	1
Yale-TB212	Rv1173	1302805	1305502	2
Yale-TB212	Rv1305	1460997	1461291	0
Yale-TB212	Rv1483	1673409	1675012	2
Yale-TB212	Rv1694	1917939	1918747	3
Yale-TB212	Rv1908c	2153888	2156112	2
Yale-TB212	Rv2043c	2288676	2289272	1
Yale-TB212	Rv2416c	2714123	2715372	2
Yale-TB212	Rv2428	2726093	2726194	3
Yale-TB212	Rv2535c	2859299	2860451	2
Yale-TB212	Rv2983	3339068	3339763	2
Yale-TB212	Rv3261	3640493	3642882	2
Yale-TB212	Rv3547	3986794	3987300	2
Yale-TB212	Rv3795	4246586	4249653	2
Yale-TB212	Rv3854c	4326003	4327548	2
Yale-TB213	MTB000019	1473245	1473331	18
Yale-TB213	MTB000020	1473657	1476796	16
Yale-TB213	Rv0005	6571	6762	0
Yale-TB213	Rv0006	7360	7583	2
Yale-TB213	Rv0407	490733	491794	1
Yale-TB213	Rv0667	760307	761286	2
Yale-TB213	Rv0676c	775585	778906	1
Yale-TB213	Rv0678	778906	779488	0
Yale-TB213	Rv0701	800793	801462	2
Yale-TB213	Rv1173	1302805	1305502	1
Yale-TB213	Rv1305	1460997	1461291	1
Yale-TB213	Rv1483	1673409	1675012	1
Yale-TB213	Rv1694	1917939	1918747	2
Yale-TB213	Rv1908c	2153888	2156112	1
Yale-TB213	Rv2043c	2288676	2289272	1
Yale-TB213	Rv2416c	2714123	2715372	1
Yale-TB213	Rv2428	2726093	2726194	0
Yale-TB213	Rv2535c	2859299	2860451	0
Yale-TB213	Rv2983	3339068	3339763	1
Yale-TB213	Rv3261	3640493	3642882	1
Yale-TB213	Rv3547	3986794	3987300	1
Yale-TB213	Rv3795	4246586	4249653	2
Yale-TB213	Rv3854c	4326003	4327548	0
Yale-TB214	MTB000019	1473245	1473331	0
Yale-TB214	MTB000020	1473657	1476796	1
Yale-TB214	Rv0005	6571	6762	0
Yale-TB214	Rv0006	7360	7583	0
Yale-TB214	Rv0407	490733	491794	0
Yale-TB214	Rv0667	760307	761286	0
Yale-TB214	Rv0676c	775585	778906	0
Yale-TB214	Rv0678	778906	779488	0
Yale-TB214	Rv0701	800793	801462	0
Yale-TB214	Rv1173	1302805	1305502	0
Yale-TB214	Rv1305	1460997	1461291	0
Yale-TB214	Rv1483	1673409	1675012	0
Yale-TB214	Rv1694	1917939	1918747	0
Yale-TB214	Rv1908c	2153888	2156112	0
Yale-TB214	Rv2043c	2288676	2289272	0
Yale-TB214	Rv2416c	2714123	2715372	0
Yale-TB214	Rv2428	2726093	2726194	0
Yale-TB214	Rv2535c	2859299	2860451	0
Yale-TB214	Rv2983	3339068	3339763	0
Yale-TB214	Rv3261	3640493	3642882	0
Yale-TB214	Rv3547	3986794	3987300	1
Yale-TB214	Rv3795	4246586	4249653	0
Yale-TB214	Rv3854c	4326003	4327548	0
Yale-TB215	MTB000019	1473245	1473331	95
Yale-TB215	MTB000020	1473657	1476796	71
Yale-TB215	Rv0005	6571	6762	0
Yale-TB215	Rv0006	7360	7583	2
Yale-TB215	Rv0407	490733	491794	0
Yale-TB215	Rv0667	760307	761286	6
Yale-TB215	Rv0676c	775585	778906	0
Yale-TB215	Rv0678	778906	779488	1
Yale-TB215	Rv0701	800793	801462	0
Yale-TB215	Rv1173	1302805	1305502	0
Yale-TB215	Rv1305	1460997	1461291	0
Yale-TB215	Rv1483	1673409	1675012	0
Yale-TB215	Rv1694	1917939	1918747	0
Yale-TB215	Rv1908c	2153888	2156112	0
Yale-TB215	Rv2043c	2288676	2289272	1
Yale-TB215	Rv2416c	2714123	2715372	0
Yale-TB215	Rv2428	2726093	2726194	0
Yale-TB215	Rv2535c	2859299	2860451	0
Yale-TB215	Rv2983	3339068	3339763	0
Yale-TB215	Rv3261	3640493	3642882	0
Yale-TB215	Rv3547	3986794	3987300	0
Yale-TB215	Rv3795	4246586	4249653	0
Yale-TB215	Rv3854c	4326003	4327548	0
Yale-TB216	MTB000019	1473245	1473331	1
Yale-TB216	MTB000020	1473657	1476796	5
Yale-TB216	Rv0005	6571	6762	0
Yale-TB216	Rv0006	7360	7583	0
Yale-TB216	Rv0407	490733	491794	0
Yale-TB216	Rv0667	760307	761286	0
Yale-TB216	Rv0676c	775585	778906	0
Yale-TB216	Rv0678	778906	779488	0
Yale-TB216	Rv0701	800793	801462	0
Yale-TB216	Rv1173	1302805	1305502	1
Yale-TB216	Rv1305	1460997	1461291	0
Yale-TB216	Rv1483	1673409	1675012	0
Yale-TB216	Rv1694	1917939	1918747	1
Yale-TB216	Rv1908c	2153888	2156112	0
Yale-TB216	Rv2043c	2288676	2289272	0
Yale-TB216	Rv2416c	2714123	2715372	0
Yale-TB216	Rv2428	2726093	2726194	0
Yale-TB216	Rv2535c	2859299	2860451	0
Yale-TB216	Rv2983	3339068	3339763	1
Yale-TB216	Rv3261	3640493	3642882	0
